timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1702032414218,59,https://td.doubleclick.net/td/rul/866563032?random=1702027440510&cv=11&fst=1702027440510&fmt=3&bg=ffffff&guid=ON&async=1&gtm=45He3bt0v6481802&gcd=11t1t1l1l5&dma=0&u_w=1366&u_h=768&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fpmp-certification-training&hn=www.googleadservices.com&frm=0&tiba=CBAP%20Certification%20%7C%20CBAP%20Training%20%7C%20Best%20CBAP%20Course%20Online&auid=163428266.1702027115&fledge=1&uaa=x86&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&uamb=0&uap=Windows&uapv=10.0.0&uaw=0&data=edu_pid%3D1%3Bedu_plocid%3DOnline%3Bedu_pagetype%3Dother%3Bedu_totalvalue%3D0,200,OK,Thread Group 1-1,text,true,,650,1279,1,1,https://td.doubleclick.net/td/rul/866563032?tiba=CBAP+Certification+%7C+CBAP+Training+%7C+Best+CBAP+Course+Online&data=edu_pid%3D1%3Bedu_plocid%3DOnline%3Bedu_pagetype%3Dother%3Bedu_totalvalue%3D0&bg=ffffff&fst=1702027440510&hn=www.googleadservices.com&gcd=11t1t1l1l5&fmt=3&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&random=1702027440510&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fpmp-certification-training&uaa=x86&uab=64&uamb=0&u_h=768&frm=0&gtm=45He3bt0v6481802&auid=163428266.1702027115&uapv=10.0.0&uap=Windows&uaw=0&u_w=1366&fledge=1&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&async=1&cv=11&guid=ON&dma=0,58,0,0
1702032414279,189,https://xds.gsecondscreen.com/xds2/,200,OK,Thread Group 1-1,text,true,,1344,506,1,1,https://xds.gsecondscreen.com/xds2/,189,0,65
1702032416706,187,https://www.simplilearn.com/project-management/cbap-preparatory-course-training,200,OK,Thread Group 1-1,text,true,,416570,596,1,1,https://www.simplilearn.com/project-management/cbap-preparatory-course-training,66,0,0
1702032416894,85,https://td.doubleclick.net/td/rul/1003447763?random=1702027449694&cv=11&fst=1702027449694&fmt=3&bg=ffffff&guid=ON&async=1&gtm=45He3bt0v6481802&gcd=11t1t1l1l5&dma=0&u_w=1366&u_h=768&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&label=dhlmCOWU7gMQ08u93gM&hn=www.googleadservices.com&frm=0&tiba=CBAP%20Certification%20%7C%20CBAP%20Training%20%7C%20Best%20CBAP%20Course%20Online&auid=163428266.1702027115&fledge=1&uaa=x86&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&uamb=0&uap=Windows&uapv=10.0.0&uaw=0,200,OK,Thread Group 1-1,text,true,,650,1229,1,1,https://td.doubleclick.net/td/rul/1003447763?tiba=CBAP+Certification+%7C+CBAP+Training+%7C+Best+CBAP+Course+Online&bg=ffffff&fst=1702027449694&hn=www.googleadservices.com&gcd=11t1t1l1l5&fmt=3&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&random=1702027449694&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&uaa=x86&uab=64&uamb=0&u_h=768&frm=0&gtm=45He3bt0v6481802&auid=163428266.1702027115&uapv=10.0.0&uap=Windows&uaw=0&label=dhlmCOWU7gMQ08u93gM&u_w=1366&fledge=1&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&async=1&cv=11&guid=ON&dma=0,85,0,0
1702032416980,56,https://td.doubleclick.net/td/rul/960912318?random=1702027449709&cv=11&fst=1702027449709&fmt=3&bg=ffffff&guid=ON&async=1&gtm=45He3bt0v6481802&gcd=11t1t1l1l5&dma=0&u_w=1366&u_h=768&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&hn=www.googleadservices.com&frm=0&tiba=CBAP%20Certification%20%7C%20CBAP%20Training%20%7C%20Best%20CBAP%20Course%20Online&auid=163428266.1702027115&fledge=1&uaa=x86&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&uamb=0&uap=Windows&uapv=10.0.0&uaw=0,200,OK,Thread Group 1-1,text,true,,650,1202,1,1,https://td.doubleclick.net/td/rul/960912318?tiba=CBAP+Certification+%7C+CBAP+Training+%7C+Best+CBAP+Course+Online&bg=ffffff&fst=1702027449709&hn=www.googleadservices.com&gcd=11t1t1l1l5&fmt=3&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&random=1702027449709&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&uaa=x86&uab=64&uamb=0&u_h=768&frm=0&gtm=45He3bt0v6481802&auid=163428266.1702027115&uapv=10.0.0&uap=Windows&uaw=0&u_w=1366&fledge=1&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&async=1&cv=11&guid=ON&dma=0,56,0,0
1702032417037,56,https://td.doubleclick.net/td/rul/866563032?random=1702027449728&cv=11&fst=1702027449728&fmt=3&bg=ffffff&guid=ON&async=1&gtm=45He3bt0v6481802&gcd=11t1t1l1l5&dma=0&u_w=1366&u_h=768&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&hn=www.googleadservices.com&frm=0&tiba=CBAP%20Certification%20%7C%20CBAP%20Training%20%7C%20Best%20CBAP%20Course%20Online&auid=163428266.1702027115&fledge=1&uaa=x86&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&uamb=0&uap=Windows&uapv=10.0.0&uaw=0&data=edu_pid%3D1%3Bedu_plocid%3DOnline%3Bedu_pagetype%3Dother%3Bedu_totalvalue%3D0,200,OK,Thread Group 1-1,text,true,,650,1285,1,1,https://td.doubleclick.net/td/rul/866563032?tiba=CBAP+Certification+%7C+CBAP+Training+%7C+Best+CBAP+Course+Online&data=edu_pid%3D1%3Bedu_plocid%3DOnline%3Bedu_pagetype%3Dother%3Bedu_totalvalue%3D0&bg=ffffff&fst=1702027449728&hn=www.googleadservices.com&gcd=11t1t1l1l5&fmt=3&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&random=1702027449728&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&uaa=x86&uab=64&uamb=0&u_h=768&frm=0&gtm=45He3bt0v6481802&auid=163428266.1702027115&uapv=10.0.0&uap=Windows&uaw=0&u_w=1366&fledge=1&url=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&async=1&cv=11&guid=ON&dma=0,56,0,0
1702032417094,45,https://xds.gsecondscreen.com/xds2/,304,Not Modified,Thread Group 1-1,,true,,169,531,1,1,https://xds.gsecondscreen.com/xds2/,0,0,0
1702032417140,63,https://311c5642.webengage.co/storage-frame-1.18.htm?cdn=y&cbf=webengage-engagement-callback-frame&lc=311c5642,304,Not Modified,Thread Group 1-1,,true,,505,662,1,1,https://311c5642.webengage.co/storage-frame-1.18.htm?cbf=webengage-engagement-callback-frame&lc=311c5642&cdn=y,0,0,0
1702032435174,666,https://www.simplilearn.com/agile-and-scrum/cspo-certification-training,200,OK,Thread Group 1-1,text,true,,658030,588,1,1,https://www.simplilearn.com/agile-and-scrum/cspo-certification-training,652,0,0
1702032435841,81,https://xds.gsecondscreen.com/xds2/,304,Not Modified,Thread Group 1-1,,true,,170,531,1,1,https://xds.gsecondscreen.com/xds2/,0,0,0
1702032435923,112,https://td.doubleclick.net/td/rul/1003447763?random=1702027476510&cv=11&fst=1702027476510&fmt=3&bg=ffffff&guid=ON&async=1&gtm=45He3bt0v6481802&gcd=11t1t1l1l5&dma=0&u_w=1366&u_h=768&url=https%3A%2F%2Fwww.simplilearn.com%2Fagile-and-scrum%2Fcspo-certification-training&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&label=dhlmCOWU7gMQ08u93gM&hn=www.googleadservices.com&frm=0&tiba=Certified%20Scrum%20Product%20Owner%20(%20CSPO%20)%20Certification%20%7C%20Simplilearn&auid=163428266.1702027115&fledge=1&uaa=x86&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&uamb=0&uap=Windows&uapv=10.0.0&uaw=0,200,OK,Thread Group 1-1,text,true,,650,1229,1,1,https://td.doubleclick.net/td/rul/1003447763?tiba=Certified+Scrum+Product+Owner+%28+CSPO+%29+Certification+%7C+Simplilearn&bg=ffffff&fst=1702027476510&hn=www.googleadservices.com&gcd=11t1t1l1l5&fmt=3&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&random=1702027476510&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&uaa=x86&uab=64&uamb=0&u_h=768&frm=0&gtm=45He3bt0v6481802&auid=163428266.1702027115&uapv=10.0.0&uap=Windows&uaw=0&label=dhlmCOWU7gMQ08u93gM&u_w=1366&fledge=1&url=https%3A%2F%2Fwww.simplilearn.com%2Fagile-and-scrum%2Fcspo-certification-training&async=1&cv=11&guid=ON&dma=0,112,0,0
1702032436036,174,https://td.doubleclick.net/td/rul/960912318?random=1702027476525&cv=11&fst=1702027476525&fmt=3&bg=ffffff&guid=ON&async=1&gtm=45He3bt0v6481802&gcd=11t1t1l1l5&dma=0&u_w=1366&u_h=768&url=https%3A%2F%2Fwww.simplilearn.com%2Fagile-and-scrum%2Fcspo-certification-training&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&hn=www.googleadservices.com&frm=0&tiba=Certified%20Scrum%20Product%20Owner%20(%20CSPO%20)%20Certification%20%7C%20Simplilearn&auid=163428266.1702027115&fledge=1&uaa=x86&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&uamb=0&uap=Windows&uapv=10.0.0&uaw=0,200,OK,Thread Group 1-1,text,true,,650,1202,1,1,https://td.doubleclick.net/td/rul/960912318?tiba=Certified+Scrum+Product+Owner+%28+CSPO+%29+Certification+%7C+Simplilearn&bg=ffffff&fst=1702027476525&hn=www.googleadservices.com&gcd=11t1t1l1l5&fmt=3&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&random=1702027476525&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&uaa=x86&uab=64&uamb=0&u_h=768&frm=0&gtm=45He3bt0v6481802&auid=163428266.1702027115&uapv=10.0.0&uap=Windows&uaw=0&u_w=1366&fledge=1&url=https%3A%2F%2Fwww.simplilearn.com%2Fagile-and-scrum%2Fcspo-certification-training&async=1&cv=11&guid=ON&dma=0,174,0,0
1702032436211,187,https://td.doubleclick.net/td/rul/866563032?random=1702027476542&cv=11&fst=1702027476542&fmt=3&bg=ffffff&guid=ON&async=1&gtm=45He3bt0v6481802&gcd=11t1t1l1l5&dma=0&u_w=1366&u_h=768&url=https%3A%2F%2Fwww.simplilearn.com%2Fagile-and-scrum%2Fcspo-certification-training&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&hn=www.googleadservices.com&frm=0&tiba=Certified%20Scrum%20Product%20Owner%20(%20CSPO%20)%20Certification%20%7C%20Simplilearn&auid=163428266.1702027115&fledge=1&uaa=x86&uab=64&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&uamb=0&uap=Windows&uapv=10.0.0&uaw=0&data=edu_pid%3D1%3Bedu_plocid%3DOnline%3Bedu_pagetype%3Dother%3Bedu_totalvalue%3D0,200,OK,Thread Group 1-1,text,true,,650,1285,1,1,https://td.doubleclick.net/td/rul/866563032?tiba=Certified+Scrum+Product+Owner+%28+CSPO+%29+Certification+%7C+Simplilearn&data=edu_pid%3D1%3Bedu_plocid%3DOnline%3Bedu_pagetype%3Dother%3Bedu_totalvalue%3D0&bg=ffffff&fst=1702027476542&hn=www.googleadservices.com&gcd=11t1t1l1l5&fmt=3&uafvl=Not_A%2520Brand%3B8.0.0.0%7CChromium%3B120.0.6099.63%7CGoogle%2520Chrome%3B120.0.6099.63&random=1702027476542&ref=https%3A%2F%2Fwww.simplilearn.com%2Fproject-management%2Fcbap-preparatory-course-training&uaa=x86&uab=64&uamb=0&u_h=768&frm=0&gtm=45He3bt0v6481802&auid=163428266.1702027115&uapv=10.0.0&uap=Windows&uaw=0&u_w=1366&fledge=1&url=https%3A%2F%2Fwww.simplilearn.com%2Fagile-and-scrum%2Fcspo-certification-training&async=1&cv=11&guid=ON&dma=0,187,0,0
1702032436400,58,https://311c5642.webengage.co/storage-frame-1.18.htm?cdn=y&cbf=webengage-engagement-callback-frame&lc=311c5642,304,Not Modified,Thread Group 1-1,,true,,505,662,1,1,https://311c5642.webengage.co/storage-frame-1.18.htm?cbf=webengage-engagement-callback-frame&lc=311c5642&cdn=y,0,0,0
1702032401665,9529,Test,,"Number of samples in transaction : 26, number of failing samples : 3",Thread Group 1-1,,false,,1578139,20445,1,1,null,8612,25253,3369
